X,Y,OBJECTID_1,OBJECTID,CODIGO,CENTRO,DIRECCION,DISTRITO,TX_DISTRIT,ARCOS,CAPACIDAD,MODELO,TITULAR,ESTADO,OBSERVACIO,FOTO,FECHA_FOTO,FUENTE_FOT,FUENTE,ID_INFORMO,ID_OBRAS,CODIGO_GEN,ELIMINADO,enplanos,CMUN,CPROV,ESTACION,SENALIZ,LOCAL_ID,Count_
447215.7277,4469524.8402,684,751,PBI_18023,"Colegio ""San Eulogio""","La Revoltosa, 17",18,VILLA DE VALLECAS,7,14,1,AYUNTAMIENTO MADRID, , ,PBI_18023.jpg,2010/08/29 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,686,1,0,1,079,28,,,,1
447220.0015,4469112.2848,685,752,PBI_18024,Servicios Sociales,"Fuentidueña, 16",18,VILLA DE VALLECAS,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_18024.jpg,2010/08/29 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,689,1,0,1,079,28,,,,1
447114.4689,4469409.2615,686,753,PBI_18025,"Instalación Deportiva ""Miguel Guillén Prim""",Fuentidueña y Peña Rivera,18,VILLA DE VALLECAS,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_18025.jpg,2010/08/29 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,690,1,0,1,079,28,,,,1
447106.1389,4469805.0668,687,754,PBI_18026,"FP ""Asociación Norte Joven""","Peña Veiga, 16",18,VILLA DE VALLECAS,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_18026.jpg,2010/08/29 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,691,1,0,1,079,28,,,,1
447092.3792,4469001.4263,688,755,PBI_18027,Centro de Formación para la Mujer,"Huelga, 5",18,VILLA DE VALLECAS,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_18027.jpg,2010/08/29 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,693,1,0,1,079,28,,,,1
447064.5492,4469502.9258,689,756,PBI_18028,"Colegio Público ""El Quijote""","Fuentidueña, 4",18,VILLA DE VALLECAS,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_18028.jpg,2010/08/29 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,694,1,0,1,079,28,,,,1
446996.0499,4469590.8658,690,758,PBI_18030,"IES ""Villa de Vallecas""","Villarino de los Aires, 14",18,VILLA DE VALLECAS,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_18030.jpg,2010/08/29 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,697,1,0,1,079,28,,,,1
447005.7724,4469771.5398,691,759,PBI_18031,"UFIL ""Sierra de Palomeras""","Sierra de Palomeras, 12",18,VILLA DE VALLECAS,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_18031.jpg,2010/08/29 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,698,1,0,1,079,28,,,,1
448578.3615,4470424.8998,692,761,PBI_18033,"Centro Cultural ""Zazuar""",Zazuar,18,VILLA DE VALLECAS,4,8,1,AYUNTAMIENTO MADRID, , ,PBI_18033.jpg,2010/08/29 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,706,1,0,1,079,28,,,,1
448364.454,4470283.3914,693,762,PBI_18034,"Colegio ""Zazuar""","Zazuar, 17",18,VILLA DE VALLECAS,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_18034.jpg,2010/08/29 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,707,1,0,1,079,28,,,,1
448868.9589,4473228.6857,694,763,PBI_19014,"Instalaciones Deportivas ""Vicálvaro""",Vivero de la Pilarica,19,VICALVARO,5,10,1,AYUNTAMIENTO MADRID,1,Faltan 4 arcos,PBI_19014.jpg,2010/09/07 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,717,1,0,1,079,28,,,,1
448794.6196,4473335.0342,695,764,PBI_19019,"Polideportivo ""Vicálvaro""","Paseo Polideportivo, s/n",19,VICALVARO,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_19019.jpg,2010/09/07 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,718,1,0,1,079,28,,,,1
447934.4985,4473489.3534,696,765,PBI_19020,"Colegio ""Severo Ochoa""","Ezcaray, 3",19,VICALVARO,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_19020.jpg,2010/09/07 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,721,1,0,1,079,28,,,,1
448449.4727,4472018.3309,697,766,PBI_19021,"CEIP ""Pedro Duque""","Marmolina, 5",19,VICALVARO,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_19021.jpg,2010/09/07 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,730,1,0,1,079,28,,,,1
449638.5476,4478742.3316,698,767,PBI_21009,Instalación deportiva,"Joaquín Ybarra, 28",21,BARAJAS,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_21009.jpg,2010/09/03 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,807,1,0,1,079,28,,,,1
448848.757,4478274.047,699,768,PBI_21019,"Parque ""El Capricho""",Jardines de Aranjuez,21,BARAJAS,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_21019.jpg,2010/09/03 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,809,1,0,1,079,28,,,,1
449730.6364,4479527.2624,700,769,PBI_21020,"Centro Comercial ""Bahía Center""",Bahía Pollensa,21,BARAJAS,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_21020.jpg,2010/09/04 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,810,1,0,1,079,28,,,,1
449649.5772,4479894.788,701,770,PBI_21025,Interior del parque,"Bahía de Málaga, 24",21,BARAJAS,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_21025.jpg,2010/09/04 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,812,1,0,1,079,28,,,,1
444200.6517,4478163.9074,702,771,PBI_15042,"Centro Cultural ""San Juan Bautista""",Nemesio,15,CIUDAD LINEAL,5,5,6, , , ,PBI_15042.jpg,2010/09/22 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,815,1,0,1,079,28,,,,1
445379.8777,4478663.0118,703,772,PBI_16048,Liceo Francés,"Plaza del Liceo, 1",16,HORTALEZA,0,0,8, , , ,PBI_16048.jpg,,Pedalibre,DG PLANIFICACION,0,819,1,0,1,079,28,,,,1
447821.4095,4475499.0497,704,773,PBI_20020,"Polideportivo ""San Blas""",Av. Hellín,20,SAN BLAS,5,5,6, , , ,PBI_20020.jpg,2010/09/04 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,823,1,0,1,079,28,,,,1
445428.5385,4470632.1568,705,774,PBI_13033,"Biblioteca Pública ""Palomeras""","Av. Rafael Alberti, 36",13,PUENTE DE VALLECAS,6,12,3, , , ,PBI_13033.jpg,2010/08/28 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,824,1,0,1,079,28,,,,1
440801.0904,4482128.7677,706,775,PBI_08031,"Biblioteca Pública ""Rafael Alberti""","Sangenjo, 38",08,FUENCARRAL-EL PARDO,9,9,8, ,1,Arcos doblados y deteriorados,PBI_08031.jpg,2011/02/12 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,825,1,0,1,079,28,,,,1
437755.4078,4476774.8226,707,778,PBI_09039,"Facultad ""Bellas Artes""","El Greco, 2",09,MONCLOA-ARAVACA,10,20,3, , , ,PBI_09039.jpg,2011/01/19 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,831,1,0,1,079,28,,,,1
449080.3942,4478367.0159,708,779,PBI_21032,"Parque ""El Capricho""",Los Jardines de Aranjuez,21,BARAJAS,5,5,5, , , ,PBI_21032.jpg,2010/09/03 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,833,1,0,1,079,28,,,,1
439711.1624,4466801.5252,709,780,PBI_17017,"Biblioteca ""María Moliner"" (lateral derecho)","Villalonso, 16",17,VILLAVERDE,3,6,1, , , ,PBI_17017.jpg,2010/09/12 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,834,1,0,1,079,28,,,,1
446708.4234,4471122.1012,710,781,PBI_13038,"EU ""Informática""",Campur Sur,13,PUENTE DE VALLECAS,9,18,3, , , ,PBI_13038.jpg,2010/08/29 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,835,1,0,1,079,28,,,,1
439090.5117,4478958.0072,711,782,PBI_09038,"Centro de Iniciativas Ambientales ""Dehesa de la Villa""","Francos Rodríguez, 81",09,MONCLOA-ARAVACA,5,10,3, , , ,PBI_09038.jpg,2011/01/08 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,839,1,0,1,079,28,,,,1
437654.1904,4469867.2144,712,783,PBI_11042,"Biblioteca ""Pan Bendito""","Camino Viejo de Leganes, 188",11,CARABANCHEL,5,5,8, , , ,PBI_11042.jpg,,Pedalibre,DG PLANIFICACION,0,840,1,0,1,079,28,,,,1
437941.0561,4474300.342,713,785,PBI_09037,"Embarcadero ""Casa Campo""",Paseo Embarcadero,09,MONCLOA-ARAVACA,5,5,5, , , ,PBI_09037.jpg,2010/09/18 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,845,1,0,1,079,28,,,,1
438494.8191,4476901.8613,714,787,PBI_09048,"ETSI ""Aeronauticos""",Plaza del Cardenal Cisneros,09,MONCLOA-ARAVACA,0,0,3, , , ,PBI_09048.jpg,,Pedalibre,DG PLANIFICACION,0,849,1,0,1,079,28,,,,1
445295.3389,4477556.0249,715,789,PBI_15041,"Colegio ""Ágora""",Marqués de Portugalete 13,15,CIUDAD LINEAL,6,12,3, , , ,PBI_15041.jpg,2010/08/31 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,854,1,0,1,079,28,,,,1
441348.9657,4475665.2665,716,790,PBI_07028,Goethe Institut,"Zurbarán, 21",07,CHAMBERI,4,4,8, , , ,PBI_07028.jpg,,Pedalibre,DG PLANIFICACION,0,857,1,0,1,079,28,,,,1
441748.4813,4473814.0685,717,791,PBI_03032,"Polideportivo ""La Chopera""",Parque Retiro,03,RETIRO,12,12,8, , , ,PBI_03032.jpg,2011/01/26 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,859,1,0,1,079,28,,,,1
434701.4328,4470107.5392,718,792,PBI_10043,"Biblioteca ""Antonio Mingote""",Rafael Finat,10,LATINA,6,12,1, , , ,PBI_10043.jpg,2011/01/29 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,864,1,10,1,079,28,,,,1
443260.7531,4476185.8307,719,793,PBI_04029,"Biblioteca ""Manuel Alvar""","Azcona, 42",04,SALAMANCA,4,8,1, , , ,PBI_04029.jpg,2010/08/31 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,866,1,0,1,079,28,,,,1
434481.3763,4470549.5112,720,795,PBI_10035,"Polideportivo ""Aluche""","Av. General Fanjul, 14",10,LATINA,5,5,6, , , ,PBI_10035.jpg,2011/01/29 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,874,1,0,1,079,28,,,,1
450960.0118,4480463.8214,721,799,PBI_21031,"Centro Cultural ""Villa de Barajas""",Plaza de Hermanos Falco y Álvarez Toledo,21,BARAJAS,5,5,6, , , ,PBI_21031.jpg,2010/09/03 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,887,1,0,1,079,28,,,,1
436014.9095,4471116.2693,722,800,PBI_10034,"IES ""Mariano José de Larra""","Camarena, 181",10,LATINA,5,5,8, , , ,PBI_10034.jpg,,Pedalibre,DG PLANIFICACION,0,889,1,0,1,079,28,,,,1
437940.5258,4476036.0415,723,801,PBI_09061,"Polideportivo ""La Bombilla""",Av. Valladolid,09,MONCLOA-ARAVACA,10,10,8, , , ,PBI_09061.jpg,2010/09/18 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,892,1,0,1,079,28,,,,1
442188.475,4480438.9903,724,803,PBI_05059,"Estación ""Chamartín""","Estación ""Chamartín""",05,CHAMARTIN,5,5,8, , , ,PBI_05059.jpg,2010/11/06 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,896,1,0,1,079,28,,,,1
437668.7189,4476418.4069,725,804,PBI_09062,Biblioteca UNED,Senda del Rey,09,MONCLOA-ARAVACA,5,10,1, , , ,PBI_09062.jpg,2011/01/19 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,897,1,0,1,079,28,,,,1
441468.0441,4476872.0023,726,805,PBI_05058,"ETSI ""Industriales""","José Gutiérrez Abascal, 2",05,CHAMARTIN,12,12,8, , , ,PBI_05058.jpg,,Pedalibre,DG PLANIFICACION,0,898,1,0,1,079,28,,,,1
438651.6867,4477804.8338,727,806,PBI_09064,"EUI ""Técnica Forestal""",Ramiro Maeztu,09,MONCLOA-ARAVACA,9,9,8, , , ,PBI_09064.jpg,2011/01/24 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,899,1,10,1,079,28,,,,1
438769.9934,4477912.4249,728,807,PBI_09054,"ETSI ""Montes""",Camino de las Moreras,09,MONCLOA-ARAVACA,6,6,8, , , ,PBI_09054.jpg,2011/01/24 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,900,1,10,1,079,28,,,,1
438813.5626,4477960.1016,729,808,PBI_09059,"ETSI ""Montes"" - Aulario",Camino de las Moreras,09,MONCLOA-ARAVACA,2,4,3, , , ,PBI_09059.jpg,2011/01/24 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,901,1,10,1,079,28,,,,1
438763.2742,4477941.779,730,809,PBI_09058,"ETSI ""Montes"" - Aulario",Camino de las Moreras,09,MONCLOA-ARAVACA,3,6,3, , , ,PBI_09058.jpg,2011/01/24 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,902,1,0,1,079,28,,,,1
438017.5247,4476842.032,731,810,PBI_09057,"ETSI ""Arquitectura""",Paul Gunard,09,MONCLOA-ARAVACA,24,48,3, , , ,PBI_09057.jpg,2011/01/24 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,904,1,0,1,079,28,,,,1
450170.3812,4479090.0075,732,811,PBI_21029,"Club Deportivo ""Los Brezos""","Los Brezos, 1",21,BARAJAS,11,11,8, , , ,PBI_21029.jpg,2010/09/04 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,905,1,0,1,079,28,,,,1
438576.5179,4478004.0184,733,812,PBI_09056,"Facultad ""CC Químicas""",Leonardo Prieto Castro,09,MONCLOA-ARAVACA,12,24,3, , , ,PBI_09056.jpg,2011/01/24 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,909,1,0,1,079,28,,,,1
446644.4241,4471112.1013,734,813,PBI_13045,"EU ""Telecomunicaciones""",Campur Sur,13,PUENTE DE VALLECAS,10,20,3, , , ,PBI_13045.jpg,2010/08/29 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,910,1,0,1,079,28,,,,1
446628.4243,4471127.1011,735,814,PBI_13036,"EU ""Telecomunicaciones""",Campur Sur,13,PUENTE DE VALLECAS,18,18,8, , , ,PBI_13036.jpg,2010/08/29 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,911,1,0,1,079,28,,,,1
448583.4001,4478465.0147,736,815,PBI_21028,"Parque ""Juan Carlos I""",Parque Juan Carlos I,21,BARAJAS,12,12,8, , , ,PBI_21028.jpg,2010/09/03 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,916,1,0,1,079,28,,,,1
435877.7529,4471920.0664,737,816,PBI_10033,"Centro Cultural ""Fernando de los Ríos""",Valmojado,10,LATINA,15,15,6, , , ,PBI_10033.jpg,2010/09/18 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,917,1,10,1,079,28,,,,1
442154.4748,4483694.9518,738,817,PBI_08056,"Estación ""Fuencarral""",Antonio de Cabezón s/n,08,FUENCARRAL-EL PARDO,5,10,3, , , ,PBI_08056.jpg,2011/02/03 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,919,1,0,1,079,28,,,,1
448496.451,4475339.3424,739,818,PBI_20053,"Colegio ""San Vicente""",Autria,20,SAN BLAS,5,5,5, , , ,PBI_20053.jpg,2010/09/04 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,927,1,0,1,079,28,,,,1
447811.1975,4479197.9569,740,819,PBI_21027,"Palacio de Congresos, IFEMA",Av. Capital de España Madrid,21,BARAJAS,8,16,1,AYUNTAMIENTO MADRID, , ,PBI_21027.jpg,2010/09/03 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,929,1,0,1,079,28,,,,1
439161.3096,4473176.2633,741,820,PBI_02040,"Polideportivo ""Marqués de Samaranch""",Paseo Imperial,02,ARGANZUELA,5,10,1, , , ,PBI_02040.jpg,2011/01/13 00:00:00+00,Central de Movilidad,PEDALIBRE,0,0,1,0,1,079,28,,,,1
437616.5817,4476522.3978,742,821,PBI_09055,"Facultad ""Humanidades""",Senda del Rey,09,MONCLOA-ARAVACA,4,8,1, , , ,PBI_09055.jpg,2011/01/19 00:00:00+00,Central de Movilidad,PEDALIBRE,0,0,1,0,1,079,28,,,,1
437758.9609,4481790.3294,743,822,PBI_08066,"Parque ""Gabriela Mistral""",Parque Gabriela Mistral,08,FUENCARRAL-EL PARDO,20,20,5, , , ,PBI_08066.jpg,2011/02/12 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
440990.3263,4483280.615,744,823,PBI_08063,"Instalación Deportiva ""Santa Ana""",Paseo Alamedillas,08,FUENCARRAL-EL PARDO,5,5,6, , , ,PBI_08063.jpg,2011/02/12 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
441864.8575,4486241.3408,745,825,PBI_08068,"IES ""Ciudad Escolar""","Ctra. Colmenar Viejo, Km 13.4",08,FUENCARRAL-EL PARDO,5,10,1, , , ,PBI_08068.jpg,2011/02/12 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
441882.9911,4485218.5921,746,826,PBI_08069,"Santuario ""Nuestra Señora de Valverde""","Ctra. Colmenar Viejo, Km 12",08,FUENCARRAL-EL PARDO,12,12,8, , , ,PBI_08069.jpg,2011/02/06 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
440740.6913,4488348.2787,747,827,PBI_08070,"UAM ""Estación de Cercanías - CIBI UAM",Freud,08,FUENCARRAL-EL PARDO,8,16,1,UAM, , ,PBI_08070.jpg,2010/11/11 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
440916.808,4488404.6817,748,829,PBI_08072,"UAM ""Facultad de Filosofía y Letras""",Francisco Tomás y Valiente,08,FUENCARRAL-EL PARDO,4,8,1,UAM, , ,PBI_08072.jpg,2010/11/11 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
440993.2977,4488446.0908,749,830,PBI_08073,"UAM ""Facultad de Ciencias Económicas y Empresariales""",Francisco Tomás y Valiente,08,FUENCARRAL-EL PARDO,4,8,1,UAM, , ,PBI_08073.jpg,2010/11/11 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
441115.0281,4488502.361,750,831,PBI_08074,"UAM ""Facultad de Ciencias""",Francisco Tomás y Valiente,08,FUENCARRAL-EL PARDO,4,8,1,UAM, , ,PBI_08074.jpg,2010/11/11 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
440739.5194,4488483.1514,751,832,PBI_08075,"UAM ""Pabellón de Servicios Universitarios""",Freud,08,FUENCARRAL-EL PARDO,3,6,1,UAM, , ,PBI_08075.jpg,2010/11/11 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
440662.7137,4488613.4351,752,833,PBI_08076,"UAM ""Polideportivo""",Freud,08,FUENCARRAL-EL PARDO,4,8,1,UAM, , ,PBI_08076.jpg,2010/11/11 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
440587.1614,4488725.6902,753,834,PBI_08077,UAM Servicio de Educación Física y Deportiva,Erasmo de Rotterdam,08,FUENCARRAL-EL PARDO,4,8,1,UAM, , ,PBI_08077.jpg,2010/11/11 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
441005.8182,4488690.4017,754,835,PBI_08065,UAM Instalaciones deportivas,Adam Smith,08,FUENCARRAL-EL PARDO,4,8,1, , , ,PBI_08065.jpg,2010/11/11 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
441438.4613,4488685.5992,755,836,PBI_08062,"UAM ""Escuela Politécnica Superior""",Francisco Tomás y Valiente,08,FUENCARRAL-EL PARDO,4,8,1,UAM, , ,PBI_08062.jpg,2010/11/11 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
441598.1241,4488625.8887,756,838,PBI_08060,"UAM ""Biblioteca de Ciencias""",Newton,08,FUENCARRAL-EL PARDO,4,8,1,UAM, , ,PBI_08060.jpg,2010/11/11 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
441364.8392,4488366.7378,757,839,PBI_08059,"UAM ""Facultad de Psicología""",Iván Pavlov,08,FUENCARRAL-EL PARDO,4,8,1,UAM, , ,PBI_08059.jpg,2010/11/11 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
441413.7224,4488284.3161,758,840,PBI_08058,"UAM ""Facultad de Ciencias - Ed. Biología""",Iván Pavlov,08,FUENCARRAL-EL PARDO,8,16,1,UAM, , ,PBI_08058.jpg,2010/11/11 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
441599.9805,4488324.3635,759,841,PBI_08057,"UAM ""Instituto de Ciencias de Materiales (CSIC)""",Newton,08,FUENCARRAL-EL PARDO,8,16,1,UAM, , ,PBI_08057.jpg,2010/11/11 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
441609.7585,4488196.3041,760,842,PBI_08048,"UAM ""Instituto de Catálisis y Petroleoquímica (CSIC)""",Marie Curie,08,FUENCARRAL-EL PARDO,4,8,1,UAM, , ,PBI_08048.jpg,2010/11/11 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
441692.3388,4488273.5867,761,843,PBI_08055,"UAM ""Instituto de Cerámica y Vidrio""",Newton,08,FUENCARRAL-EL PARDO,4,8,1,UAM, , ,PBI_08055.jpg,2010/11/11 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
441397.9398,4488159.382,762,844,PBI_08064,"UAM ""Facultad de Derecho""",Sor Juana Inés de la Cruz,08,FUENCARRAL-EL PARDO,4,8,1, , , ,PBI_08064.jpg,2010/11/11 00:00:00+00,Central de Movilidad,FUNDACION DIHEMASA,0,0,1,0,1,079,28,,,,1
440464.4976,4474821.252,763,845,PBI_01053,Real Academia Centro de Ciencias Exactas Físicas y Naturales,"Valverde, 20",01,CENTRO,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_01053.jpg,2010/09/24 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,9,1,0,1,079,28,,,,1
440072.1942,4474826.496,764,846,PBI_01059,Ecologistas en Acción,"Marqués de Leganés, 5",01,CENTRO,2,4,1,AYUNTAMIENTO MADRID, , ,PBI_01059.jpg,2011/01/04 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,12,1,10,1,079,28,,,,1
439745.3246,4475577.5073,765,847,PBI_01055,Parque de Conde Duque (pistas deportivas),"Santa Cruz de Marcenado, 25",01,CENTRO,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_01055.jpg,2010/10/25 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,14,1,0,1,079,28,,,,1
440988.4786,4474319.3406,766,848,PBI_01047,Escuela de Artes Aplicadas,"Marqués de Cubas, 13",01,CENTRO,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_01047.jpg,2010/09/24 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,26,1,0,1,079,28,,,,1
440693.8837,4474508.37,767,849,PBI_01056,Confederación Española de Cajas de Ahorros,"Caballero de Gracia, 28",01,CENTRO,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_01056.jpg,2010/09/22 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,28,1,0,1,079,28,,,,1
439724.765,4474470.7576,768,850,PBI_01061,Plaza de Oriente,Felipe V,01,CENTRO,6,12,1,AYUNTAMIENTO MADRID, , ,PBI_01061.jpg,2011/01/04 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,31,1,0,1,079,28,,,,1
439619.9858,4473246.4341,769,851,PBI_01054,Centro de atención a infancia,"Paloma, 25",01,CENTRO,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_01054.jpg,2011/01/13 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,34,1,0,1,079,28,,,,1
439603.6065,4474353.4516,770,852,PBI_01065,"Palacio Real, zona infantil",Lepanto,01,CENTRO,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_01065.jpg,2010/09/24 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,35,1,0,1,079,28,,,,1
439584.9968,4473945.4365,771,853,PBI_01064,Tienda de bicis Otero,"Segovia, 18",01,CENTRO,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_01064.jpg,2011/01/04 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,36,1,0,1,079,28,,,,1
439525.0276,4473620.7004,772,854,PBI_01063,Sede Social Samur,"Carrera de San Francisco, 8",01,CENTRO,4,8,1,AYUNTAMIENTO MADRID, , ,PBI_01063.jpg,2010/09/22 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,37,1,0,1,079,28,,,,1
441632.423,4472280.5265,773,856,PBI_02041,"Escuela Enfantil ""El Jardín de las Delicias""","Ramírez de Prado, 2",02,ARGANZUELA,5,10,1,AYUNTAMIENTO MADRID, , ,PBI_02041.jpg,2011/01/06 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,71,1,0,1,079,28,,,,1
441632.143,4472281.2666,774,857,PBI_02042,"Biblioteca Regional de Madrid ""Joaquín Leguina""","Ramírez de Prado, 3",02,ARGANZUELA,0,0,1,AYUNTAMIENTO MADRID, , , ,, ,DG PLANIFICACION,0,72,1,0,1,079,28,,,,1
440902.0817,4471858.6415,775,858,PBI_02043,"Mercado ""Guillermo de Osma""","Miguel Arredondo, 4",02,ARGANZUELA,5,10,1,AYUNTAMIENTO MADRID,1,Falta 1 arco y otro suelto,PBI_02043.jpg,2011/01/06 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,81,1,0,1,079,28,,,,1
441450.285,4473081.3771,776,859,PBI_02044,"Colegio Público ""Menéndez Pelayo""","Mendez Alvaro, 16",02,ARGANZUELA,0,0,1,AYUNTAMIENTO MADRID, , , ,, ,DG PLANIFICACION,0,87,1,0,1,079,28,,,,1
442863.4677,4476438.7576,777,862,PBI_04030,Colegio del Dulce Nombre de Jesús,"Agustín Durán, 20",04,SALAMANCA,3,6,1,AYUNTAMIENTO MADRID, , ,PBI_04030.jpg,2011/01/02 00:00:00+00,Central de Movilidad,DG PLANIFICACION,0,125,1,0,1,079,28,,,,1
